soure id	target id	interact_mode	source	reversibility	confidence
actp[c]	b2388	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b2320	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b2501	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b2316	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b2312	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b2306	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b2297	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b2296	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b2284	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b2262	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b2261	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b2234	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b2187	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b2185	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b2171	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b2153	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b2114	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b2041	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b2040	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b2036	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b2025	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1982	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1908	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1876	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1866	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1864	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1854	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1852	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1849	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1823	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1817	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1778	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1770	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1765	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1749	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1738	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1723	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1719	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1713	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1654	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1651	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1638	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1612	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1611	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1584	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1550	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1539	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1435	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1413	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1344	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1325	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1304	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1286	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1276	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1275	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1267	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1262	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1253	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1251	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1243	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1237	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1225	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1221	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1215	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1207	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1203	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1199	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1176	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1131	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1130	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1127	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1114	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1109	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1107	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1103	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1095	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1093	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1092	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1091	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1086	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1084	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1066	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1064	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1003	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b1000	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0965	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0932	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0928	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0917	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0911	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0908	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0903	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0902	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0893	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0888	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0884	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0876	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0868	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0864	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0827	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0800	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0783	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b2417	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0767	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0729	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0728	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0727	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0726	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0723	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0720	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0688	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0683	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0680	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0675	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0661	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0660	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0643	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0642	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0623	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0606	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0564	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0529	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0526	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0481	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0474	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0473	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0469	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0439	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0438	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0436	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0424	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0421	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0420	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0416	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0415	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0414	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0405	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0399	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0393	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0240	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0239	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0237	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0194	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0185	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0179	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0172	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0170	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0169	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0168	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0166	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0163	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0154	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0145	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0133	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0115	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0114	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0110	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0104	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0102	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0098	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0092	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0088	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0048	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0033	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0032	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0026	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0023	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0015	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0008	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0002	Acetylation;	Protein_modification	0	strong evidence
b2584	b1779	Acetylation;	Protein_modification	0	strong evidence
b2584	b0676	Acetylation;	Protein_modification	0	strong evidence
b2584	b0031	Acetylation;	Protein_modification	0	strong evidence
b2584	b1748	Acetylation;	Protein_modification	0	strong evidence
b2584	b1479	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b4006	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b3870	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b3863	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b3498	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b3256	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b3169	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b2530	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b2463	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0032	Acetylation;	Protein_modification	0	strong evidence
actp[c]	b0578	Acetylation;	Protein_modification	0	strong evidence
